HOSTKEY,NAME,DEPARTMENT,STATUS,DESCRIPTION,AUDIT_ACTION,AUDIT_STAMP,IN_TRANSFER,SEMESTER,DATA_FLOW,UNIT_CREDIT,ATTRIBUTES,PLANNEDSIZE,NAMED_GROUP,DEPARTMENT_NAME,UNITOFFERINGID
HGA102_L_SEM2_I,HGA102_L_S2_I,HSS,Y,Sociology B,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA102|2|L|SEM02|1,0,T1SM,"Social Sciences, School of",178421
HGA138_H_SEM2_I,HGA138_H_S2_I,HSS,Y,"Society, Culture and Health",U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA138|2|H|SEM02|1,0,T1SM,"Social Sciences, School of",178423
HGA138_R_SEM2_I,HGA138_R_S2_I,HSS,Y,"Society, Culture and Health",U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA138|2|R|SEM02|1,0,T1SM,"Social Sciences, School of",178425
HGA202_H_SEM1_I,HGA202_H_S1_I,HSS,Y,Sociological Analysis of Modern Society,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA202|2|H|SEM01|1,0,T1SM,"Social Sciences, School of",187903
HGA202_L_SEM1_I,HGA202_L_S1_I,HSS,Y,Sociological Analysis of Modern Society,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA202|2|L|SEM01|1,0,T1SM,"Social Sciences, School of",187904
HGA203_H_SEM1_I,HGA203_H_S1_I,HSS,Y,Social and Political Research,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA203|2|H|SEM01|1,0,T1SM,"Social Sciences, School of",178429
HGA203_L_SEM2_I,HGA203_L_S2_I,HSS,Y,Social and Political Research,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA203|2|L|SEM02|1,0,T1SM,"Social Sciences, School of",187906
HGA206_H_SEM1_I,HGA206_H_S1_I,HSS,Y,Crime and Criminal Justice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA206|3|H|SEM01|1,0,T1SM,"Social Sciences, School of",178432
HGA206_L_SEM2_I,HGA206_L_S2_I,HSS,Y,Crime and Criminal Justice,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA206|3|L|SEM02|1,0,T1SM,"Social Sciences, School of",187908
HGA207_H_SEM2_I,HGA207_H_S2_I,HSS,Y,Sociology of Law,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA207|2|H|SEM02|1,0,T1SM,"Social Sciences, School of",187910
HGA218_H_SEM2_I,HGA218_H_S2_I,HSS,Y,Creativity and Culture for a Mobile World,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA218|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",187911
HGA219_H_SEM1_I,HGA219_H_S1_I,HSS,Y,"Magic, Spirituality and Religion",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA219|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",187912
HGA223_L_SEM1_I,HGA223_L_S1_I,HSS,Y,Social Problems and Social Policy,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA223|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",187913
HGA224_H_SEM1_I,HGA224_H_S1_I,HSS,Y,Race and Ethnicity,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA224|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",187915
HGA226_H_SPR_I,HGA226_H_S5_I,HSS,Y,Sport and Crime,U,28/07/2016 13:57:57,0,SPR01,S,12.5,HGA226|1|H|SPR01|1,0,T1SM,"Social Sciences, School of",187916
HGA232_H_WIN_I,HGA232_H_S4_I,HSS,Y,Working With Offenders,U,28/07/2016 13:57:57,0,WIN03,S,12.5,HGA232|1|H|WIN03|1,0,T1SM,"Social Sciences, School of",178442
HGA235_L_SEM2_I,HGA235_L_S2_I,HSS,Y,Special Topic:  Social Movements and Social Protests,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA235|3|L|SEM02|1,0,T1SM,"Social Sciences, School of",187918
HGA237_H_SEM1_I,HGA237_H_S1_I,HSS,Y,Juvenile Justice and Child Protection,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA237|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178445
HGA244_H_SEM2_I,HGA244_H_S2_I,HSS,Y,Green Criminology and Environmental Crime,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA244|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178448
HGA259_H_SEM2_I,HGA259_H_S2_I,HSS,Y,Sociology of Deviance,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA259|2|H|SEM02|1,0,T1SM,"Social Sciences, School of",178450
HGA272_H_SEM1_I,HGA272_H_S1_I,HSS,Y,"Gender, Culture and Identity",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA272|2|H|SEM01|1,0,T1SM,"Social Sciences, School of",187921
HGA272_L_SEM1_I,HGA272_L_S1_I,HSS,Y,"Gender, Culture and Identity",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA272|2|L|SEM01|1,0,T1SM,"Social Sciences, School of",187922
HGA277_L_SEM1_I,HGA277_L_S1_I,HSS,Y,Sociology of Youth,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA277|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178458
HGA303_H_SEM1_I,HGA303_H_S1_I,HSS,Y,Social and Political Research,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA303|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178462
HGA303_L_SEM2_I,HGA303_L_S2_I,HSS,Y,Social and Political Research,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA303|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",187924
HGA306_H_SEM1_I,HGA306_H_S1_I,HSS,Y,Crime and Criminal Justice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA306|2|H|SEM01|1,0,T1SM,"Social Sciences, School of",178465
HGA306_L_SEM2_I,HGA306_L_S2_I,HSS,Y,Crime and Criminal Justice,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA306|2|L|SEM02|1,0,T1SM,"Social Sciences, School of",187926
HGA307_H_SEM2_I,HGA307_H_S2_I,HSS,Y,Sociology of Law,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA307|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",187929
HGA318_H_SEM2_I,HGA318_H_S2_I,HSS,Y,Creativity and Culture for a Mobile World,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA318|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",187931
HGA319_H_SEM1_I,HGA319_H_S1_I,HSS,Y,"Magic, Spirituality and Religion",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA319|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",187933
HGA323_L_SEM1_I,HGA323_L_S1_I,HSS,Y,Social Problems and Social Policy,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA323|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",187936
HGA324_H_SEM1_I,HGA324_H_S1_I,HSS,Y,Race and Ethnicity,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA324|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",187938
HGA326_H_SPR_I,HGA326_H_S5_I,HSS,Y,Sport and Crime,U,28/07/2016 13:57:57,0,SPR01,S,12.5,HGA326|1|H|SPR01|1,0,T1SM,"Social Sciences, School of",187939
HGA332_H_WIN_I,HGA332_H_S4_I,HSS,Y,Working With Offenders,U,28/07/2016 13:57:57,0,WIN03,S,12.5,HGA332|1|H|WIN03|1,0,T1SM,"Social Sciences, School of",178475
HGA335_L_SEM2_I,HGA335_L_S2_I,HSS,Y,Special Topic:  Social Movements and Social Protests,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA335|3|L|SEM02|1,0,T1SM,"Social Sciences, School of",187940
HGA337_H_SEM1_I,HGA337_H_S1_I,HSS,Y,Juvenile Justice and Child Protection,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA337|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178478
HGA344_H_SEM2_I,HGA344_H_S2_I,HSS,Y,Green Criminology and Environmental Crime,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA344|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178481
HGA359_H_SEM2_I,HGA359_H_S2_I,HSS,Y,Sociology of Deviance,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA359|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178483
HGA372_H_SEM1_I,HGA372_H_S1_I,HSS,Y,"Gender, Culture and Identity",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA372|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",187943
HGA372_L_SEM1_I,HGA372_L_S1_I,HSS,Y,"Gender, Culture and Identity",U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA372|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",187944
HGA403_H_SEM1_I,HGA403_H_S1_I,HSS,Y,Reading Course,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA403|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178495
HGA403_H_SEM2_I,HGA403_H_S2_I,HSS,Y,Reading Course,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA403|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178496
HGA403_L_SEM1_I,HGA403_L_S1_I,HSS,Y,Reading Course,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA403|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178497
HGA403_L_SEM2_I,HGA403_L_S2_I,HSS,Y,Reading Course,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA403|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178498
HGA404_H_SEM1_I,HGA404_H_S1_I,HSS,Y,Research Project Design,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA404|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178499
HGA404_L_SEM1_I,HGA404_L_S1_I,HSS,Y,Research Project Design,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA404|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178500
HGA405_H_SEM1_I,HGA405_H_S1_I,HSS,Y,Skills and Research Methods Workshop,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA405|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178501
HGA405_L_SEM1_I,HGA405_L_S1_I,HSS,Y,Skills and Research Methods Workshop,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA405|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178502
HGA407_H_SEM1_I,HGA407_H_S1_I,HSS,Y,Directed Study,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA407|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178503
HGA407_H_SEM2_I,HGA407_H_S2_I,HSS,Y,Directed Study,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA407|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178504
HGA407_L_SEM1_I,HGA407_L_S1_I,HSS,Y,Directed Study,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA407|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178505
HGA407_L_SEM2_I,HGA407_L_S2_I,HSS,Y,Directed Study,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGA407|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178506
HGA408_H_SEM1_I,HGA408_H_S1_I,HSS,Y,Thesis A,U,28/07/2016 13:57:57,0,SEM01,S,25,HGA408|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178507
HGA408_H_SEM2_I,HGA408_H_S2_I,HSS,Y,Thesis A,U,28/07/2016 13:57:57,0,SEM02,S,25,HGA408|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178508
HGA408_L_SEM1_I,HGA408_L_S1_I,HSS,Y,Thesis A,U,28/07/2016 13:57:57,0,SEM01,S,25,HGA408|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178509
HGA408_L_SEM2_I,HGA408_L_S2_I,HSS,Y,Thesis A,U,28/07/2016 13:57:57,0,SEM02,S,25,HGA408|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178510
HGA409_H_SEM1_I,HGA409_H_S1_I,HSS,Y,Thesis B,U,28/07/2016 13:57:57,0,SEM01,S,25,HGA409|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178511
HGA409_H_SEM2_I,HGA409_H_S2_I,HSS,Y,Thesis B,U,28/07/2016 13:57:57,0,SEM02,S,25,HGA409|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178512
HGA409_L_SEM1_I,HGA409_L_S1_I,HSS,Y,Thesis B,U,28/07/2016 13:57:57,0,SEM01,S,25,HGA409|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178513
HGA409_L_SEM2_I,HGA409_L_S2_I,HSS,Y,Thesis B,U,28/07/2016 13:57:57,0,SEM02,S,25,HGA409|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178514
HGA422_H_SEM1_I,HGA422_H_S1_I,HSS,Y,Understanding Contemporary Societies,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA422|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178515
HGA422_L_SEM1_I,HGA422_L_S1_I,HSS,Y,Understanding Contemporary Societies,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA422|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178516
HGA437_H_SEM1_I,HGA437_H_S1_I,HSS,Y,Juvenile Justice and Child Protection,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA437|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178517
HGA518_H_SEM1_I,HGA518_H_S1_I,HSS,Y,Criminological Theory and Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA518|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",174903
HGA531_H_SEM1_I,HGA531_H_S1_I,HSS,Y,Directed Reading,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA531|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",174905
HGA531_L_SEM1_I,HGA531_L_S1_I,HSS,Y,Directed Reading,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGA531|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",187947
HGA532_H_WIN_I,HGA532_H_S4_I,HSS,Y,Working With Offenders,U,28/07/2016 13:57:57,0,WIN03,S,12.5,HGA532|1|H|WIN03|1,0,T1SM,"Social Sciences, School of",174906
HGW215_H_SEM1_I,HGW215_H_S1_I,HSS,Y,Professional Communication in the Human Services,U,28/07/2016 13:57:57,0,SEM01,S,25,HGW215|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178529
HGW215_L_SEM1_I,HGW215_L_S1_I,HSS,Y,Professional Communication in the Human Services,U,28/07/2016 13:57:57,0,SEM01,S,25,HGW215|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178530
HGW216_H_SEM2_I,HGW216_H_S2_I,HSS,Y,Human Services: Context and Practice,U,28/07/2016 13:57:57,0,SEM02,S,25,HGW216|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178531
HGW216_L_SEM2_I,HGW216_L_S2_I,HSS,Y,Human Services: Context and Practice,U,28/07/2016 13:57:57,0,SEM02,S,25,HGW216|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178532
HGW217_H_SEM1_I,HGW217_H_S1_I,HSS,Y,Supervision in Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW217|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",188004
HGW217_L_SEM1_I,HGW217_L_S1_I,HSS,Y,Supervision in Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW217|1|L|SEM01|2,0,T1SM,"Social Sciences, School of",178536
HGW302_H_SEM1_I,HGW302_H_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW302|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178538
HGW302_L_SEM1_I,HGW302_L_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW302|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178539
HGW302_W_SEM1_I,HGW302_W_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW302|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178537
HGW303_H_SEM2_I,HGW303_H_S2_I,HSS,Y,Social Work Practicum 1,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW303|1|H|16P01|1,0,T1SM,"Social Sciences, School of",178541
HGW303_L_SEM2_I,HGW303_L_S2_I,HSS,Y,Social Work Practicum 1,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW303|1|L|16P01|1,0,T1SM,"Social Sciences, School of",178542
HGW303_W_SEM2_I,HGW303_W_S2_I,HSS,Y,Social Work Practicum 1,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW303|1|W|16P01|1,0,T1SM,"Social Sciences, School of",178540
HGW309_H_SEM1_I,HGW309_H_S1_I,HSS,Y,Research and Policy for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW309|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178547
HGW309_L_SEM1_I,HGW309_L_S1_I,HSS,Y,Research and Policy for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW309|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178548
HGW309_W_SEM1_I,HGW309_W_S1_I,HSS,Y,Research and Policy for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW309|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178546
HGW310_H_SEM1_I,HGW310_H_S1_I,HSS,Y,Social Work in Context,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW310|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178550
HGW310_L_SEM1_I,HGW310_L_S1_I,HSS,Y,Social Work in Context,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW310|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178551
HGW310_W_SEM1_I,HGW310_W_S1_I,HSS,Y,Social Work in Context,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW310|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178549
HGW317_H_SEM1_I,HGW317_H_S1_I,HSS,Y,Direct Practice 1 & Professional Communication,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW317|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178553
HGW317_L_SEM1_I,HGW317_L_S1_I,HSS,Y,Direct Practice 1 & Professional Communication,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW317|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178554
HGW317_W_SEM1_I,HGW317_W_S1_I,HSS,Y,Direct Practice 1 & Professional Communication,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW317|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178552
HGW401_H_SEM1_I,HGW401_H_S1_I,HSS,Y,Direct Practice 2,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW401|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178556
HGW401_L_SEM1_I,HGW401_L_S1_I,HSS,Y,Direct Practice 2,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW401|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178557
HGW401_W_SEM1_I,HGW401_W_S1_I,HSS,Y,Direct Practice 2,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW401|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178555
HGW402_H_SEM1_I,HGW402_H_S1_I,HSS,Y,Community Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW402|2|H|SEM01|1,0,T1SM,"Social Sciences, School of",178559
HGW402_L_SEM1_I,HGW402_L_S1_I,HSS,Y,Community Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW402|2|L|SEM01|1,0,T1SM,"Social Sciences, School of",178560
HGW402_W_SEM1_I,HGW402_W_S1_I,HSS,Y,Community Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW402|2|W|SEM01|1,0,T1SM,"Social Sciences, School of",178558
HGW403_H_SEM2_I,HGW403_H_S2_I,HSS,Y,Social Work Practicum 2,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW403|1|H|16P01|1,0,T1SM,"Social Sciences, School of",178562
HGW403_L_SEM2_I,HGW403_L_S2_I,HSS,Y,Social Work Practicum 2,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW403|1|L|16P01|1,0,T1SM,"Social Sciences, School of",178563
HGW403_W_SEM2_I,HGW403_W_S2_I,HSS,Y,Social Work Practicum 2,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW403|1|W|16P01|1,0,T1SM,"Social Sciences, School of",178561
HGW409_H_SEM2_I,HGW409_H_S2_I,HSS,Y,Social Work Practicum (Honours),U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW409|1|H|16P01|1,0,T1SM,"Social Sciences, School of",178565
HGW409_L_SEM2_I,HGW409_L_S2_I,HSS,Y,Social Work Practicum (Honours),U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW409|1|L|16P01|1,0,T1SM,"Social Sciences, School of",178566
HGW409_W_SEM2_I,HGW409_W_S2_I,HSS,Y,Social Work Practicum (Honours),U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW409|1|W|16P01|1,0,T1SM,"Social Sciences, School of",178564
HGW410_H_SEM2_I,HGW410_H_S2_I,HSS,Y,Honours Dissertation Part B,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW410|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178568
HGW410_L_SEM2_I,HGW410_L_S2_I,HSS,Y,Honours Dissertation Part B,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW410|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178569
HGW410_W_SEM2_I,HGW410_W_S2_I,HSS,Y,Honours Dissertation Part B,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW410|1|W|SEM02|1,0,T1SM,"Social Sciences, School of",178567
HGW411_H_SEM2_I,HGW411_H_S2_I,HSS,Y,Advanced Critical Practice,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW411|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178571
HGW411_L_SEM2_I,HGW411_L_S2_I,HSS,Y,Advanced Critical Practice,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW411|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178572
HGW411_W_SEM2_I,HGW411_W_S2_I,HSS,Y,Advanced Critical Practice,U,28/07/2016 13:57:57,0,SEM02,S,12.5,HGW411|1|W|SEM02|1,0,T1SM,"Social Sciences, School of",178570
HGW412_H_SEM1_I,HGW412_H_S1_I,HSS,Y,Intercultural Social Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW412|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178574
HGW412_L_SEM1_I,HGW412_L_S1_I,HSS,Y,Intercultural Social Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW412|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178575
HGW412_W_SEM1_I,HGW412_W_S1_I,HSS,Y,Intercultural Social Work Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW412|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178573
HGW413_H_SEM1_I,HGW413_H_S1_I,HSS,Y,Specialist Fields of Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW413|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178577
HGW413_L_SEM1_I,HGW413_L_S1_I,HSS,Y,Specialist Fields of Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW413|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178578
HGW413_W_SEM1_I,HGW413_W_S1_I,HSS,Y,Specialist Fields of Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW413|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178576
HGW414_H_SEM1_I,HGW414_H_S1_I,HSS,Y,Honours Dissertation Part A,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW414|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178580
HGW414_L_SEM1_I,HGW414_L_S1_I,HSS,Y,Honours Dissertation Part A,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW414|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178581
HGW414_W_SEM1_I,HGW414_W_S1_I,HSS,Y,Honours Dissertation Part A,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW414|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",178579
HGW415_H_SEM1_I,HGW415_H_S1_I,HSS,Y,Professional Communication in Human Services,U,28/07/2016 13:57:57,0,SEM01,S,25,HGW415|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178582
HGW415_L_SEM1_I,HGW415_L_S1_I,HSS,Y,Professional Communication in Human Services,U,28/07/2016 13:57:57,0,SEM01,S,25,HGW415|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178583
HGW416_H_SEM2_I,HGW416_H_S2_I,HSS,Y,Human Services: Context and Practice,U,28/07/2016 13:57:57,0,SEM02,S,25,HGW416|1|H|SEM02|1,0,T1SM,"Social Sciences, School of",178584
HGW416_L_SEM2_I,HGW416_L_S2_I,HSS,Y,Human Services: Context and Practice,U,28/07/2016 13:57:57,0,SEM02,S,25,HGW416|1|L|SEM02|1,0,T1SM,"Social Sciences, School of",178585
HGW417_H_SEM1_I,HGW417_H_S1_I,HSS,Y,Supervision in Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW417|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",178586
HGW417_L_SEM1_I,HGW417_L_S1_I,HSS,Y,Supervision in Practice,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW417|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",178587
HGW512_H_SEM1_I,HGW512_H_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW512|1|H|SEM01|1,0,T1SM,"Social Sciences, School of",174909
HGW512_L_SEM1_I,HGW512_L_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW512|1|L|SEM01|1,0,T1SM,"Social Sciences, School of",174910
HGW512_W_SEM1_I,HGW512_W_S1_I,HSS,Y,Practice Frameworks for Change,U,28/07/2016 13:57:57,0,SEM01,S,12.5,HGW512|1|W|SEM01|1,0,T1SM,"Social Sciences, School of",174908
HGW513_H_SEM2_I,HGW513_H_S2_I,HSS,Y,Social Work Practicum I,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW513|1|H|16P01|1,0,T1SM,"Social Sciences, School of",174912
HGW513_L_SEM2_I,HGW513_L_S2_I,HSS,Y,Social Work Practicum I,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW513|1|L|16P01|1,0,T1SM,"Social Sciences, School of",174913
HGW513_W_SEM2_I,HGW513_W_S2_I,HSS,Y,Social Work Practicum I,U,28/07/2016 13:57:57,0,16P01,S,37.5,HGW513|1|W|16P01|1,0,T1SM,"Social Sciences, School of",174911
