rX,rY,rZ,rSpeed,bX,bY,bSpeed,sX,sY,sZ,sSpeed,dAng,bAng,bZ,bowlerEnd
-8.5246,-0.762126,2.16445,88.4909,5.66883,-0.572391,64.0819,10.06,-0.0796852,0.898089,57.4873,16.3767,15.0772,0.0001,south
-8.5857,-0.71832,2.13475,88.6917,5.16461,-0.65502,63.0444,10.06,-0.115644,0.925673,56.1599,16.4554,15.0149,0.0001,south
-8.5109,-0.762807,2.14187,88.1873,5.88866,-0.596063,64.5372,10.06,-0.226504,0.724262,58.9433,16.0495,13.0816,0.0001,south
-8.4725,-0.817431,2.15369,87.5551,5.87119,-0.757452,63.8008,10.06,-0.427885,0.764319,58.0868,16.3183,13.8391,0.0001,south
8.5185,-0.632577,2.17478,131.842,-3.77063,-0.364061,114.409,-10.06,-0.0717035,0.753864,102.952,12.5386,8.27088,0.0001,north
8.6752,-0.701381,2.1798,143.557,-4.1037,-0.524078,119.975,-10.06,-0.4177,0.682467,108.649,12.1149,7.69713,0.0001,north
8.3479,-0.624724,2.15763,131.778,-2.89393,-0.33515,115.215,-10.06,-0.0741264,0.915751,103.441,12.7882,9.00489,0.0001,north
8.4238,-0.631799,2.19758,135.882,-2.68172,-0.589778,115.603,-10.06,-0.461046,0.825503,108.47,13.1808,8.05974,0.0001,north
8.5122,-0.638559,2.17189,142.298,0.3289,-0.44958,115.875,-10.06,-0.118417,1.5934,108.026,16.2086,11.4083,0.0001,north
8.4045,-0.65512,2.18349,138.691,-3.87097,-0.414009,121.101,-10.06,-0.199386,0.717134,110.837,12.2212,7.80682,0.0001,north
-8.4918,-0.696519,2.13531,88.3197,5.29259,-0.477668,65.7431,10.06,-0.13233,0.748207,59.3302,16.6271,12.7381,0.0001,south
-8.3908,-0.82963,2.12698,87.4669,6.28421,-0.595122,63.736,10.06,-0.282157,0.818335,58.0665,16.9918,15.1823,0.0001,south
-8.443,-0.801318,2.13605,88.1756,4.81778,-0.495576,67.0765,10.06,-0.162331,0.824243,59.9117,16.2101,13.0109,0.0001,south
-8.5282,-0.732126,2.15591,88.7789,6.29919,-0.544516,66.5823,10.06,-0.316356,0.693271,61.2497,16.2645,13.0374,0.0001,south
-8.3999,-0.785706,2.14102,88.1524,6.46521,-0.581527,68.5874,10.06,-0.413049,0.645421,63.4278,16.5877,12.43,0.0001,south
-8.4408,-0.763423,2.16891,88.5522,5.50512,-0.661653,61.6583,10.06,-0.164122,0.94539,55.169,15.9832,15.8473,0.0001,south
8.448,-0.691856,2.1987,135.055,-4.1804,-0.392268,117.842,-10.06,-0.170963,0.733074,107.32,12.0354,8.33917,0.0001,north
8.5696,-0.619235,2.14236,138.853,-4.69251,-0.563725,118.985,-10.06,-0.431602,0.681711,109.265,11.7956,8.22684,0.0001,north
8.5569,-0.66162,2.1633,141.782,-2.39722,-0.484165,119.027,-10.06,-0.295046,1.01559,105.56,13.0807,9.3067,0.0001,north
8.5105,-0.626142,2.1455,136.969,0.4898,-0.35601,112.158,-10.06,0.21773,1.10219,101.37,16.1845,9.07955,0.0001,north
8.2877,-0.645781,2.14032,140.741,-0.29873,-0.575194,116.212,-10.06,-0.610921,1.1784,104.741,15.2026,9.48208,0.0001,north
8.3585,-0.629177,2.16076,139.572,-2.43952,-0.385592,119.571,-10.06,-0.202572,0.912581,106.467,13.1227,8.60628,0.0001,north
-8.5377,-0.819006,2.12821,89.8662,4.86169,-0.529224,67.2626,10.06,-0.0964203,0.820748,60.1028,16.5394,12.9345,0.0001,south
-8.519,-0.721715,2.13625,89.1342,4.61678,-0.427126,68.9888,10.06,-0.018502,0.752003,61.8618,16.602,11.8572,0.0001,south
-8.4918,-0.756333,2.17241,86.7249,5.62628,-0.379844,65.1123,10.06,0.0970191,0.799945,58.7716,16.3645,13.7014,0.0001,south
-8.4624,-0.765509,2.14285,86.4368,5.1957,-0.199864,64.0021,10.06,0.426289,0.94654,56.9842,16.701,15.1049,0.0001,south
-8.4896,-0.754906,2.17467,88.1338,5.56676,-0.489988,66.5602,10.06,-0.111981,0.584193,60.6203,15.7444,10.7694,0.0001,south
-8.4777,-0.804158,2.14338,87.1405,4.99361,-0.514681,68.2764,10.06,-0.196197,0.894315,60.9316,16.1173,13.7457,0.0001,south
8.4847,-0.64668,2.1968,137.913,-3.07961,-0.157843,117.636,-10.06,0.110083,1.08357,106.059,12.2664,10.4627,0.0001,north
8.5342,-0.625637,2.20431,139.054,-5.19881,-0.471854,120.583,-10.06,-0.369494,0.579803,111.064,10.9347,7.58376,0.0001,north
8.5623,-0.659983,2.1945,142.87,-3.17944,-0.452106,120.512,-10.06,-0.241427,0.847095,112.767,12.7262,8.36672,0.0001,north
8.538,-0.722121,2.20203,140.344,-4.71452,-0.476979,120.856,-10.06,-0.293684,0.653134,110.517,11.9115,7.90751,0.0001,north
8.3257,-0.690619,2.13245,136.57,1.3672,-0.48269,108.362,-10.06,-0.0375655,1.40179,100.771,18.3817,10.7759,0.0001,north
8.5363,-0.62953,2.1301,140.428,-2.48326,-0.34727,120.515,-10.06,-0.178892,0.766095,106.8,13.0131,7.57087,0.0001,north
-8.5106,-0.778187,2.15398,86.6913,6.43028,-0.588603,67.2656,10.06,-0.389523,0.588715,62.2631,16.5246,11.5726,0.0001,south
-8.4881,-0.799109,2.17409,86.3891,4.646,-0.62175,66.5736,10.06,-0.261098,0.891515,59.1248,16.4548,13.6237,0.0001,south
-8.5371,-0.766162,2.14293,89.5762,4.71802,-0.458925,68.7446,10.06,-0.186628,0.80298,61.3437,16.3029,12.4971,0.0001,south
-8.5031,-0.783417,2.16248,87.3905,5.39723,-0.424218,67.5417,10.06,-0.0759958,0.812277,60.9969,16.5034,13.2744,0.0001,south
-8.6205,-0.839739,2.16834,87.2418,5.98794,-0.56262,64.5732,10.06,-0.187353,0.807869,58.387,16.3185,14.4393,0.0001,south
-8.5287,-0.823092,2.14495,86.8259,6.65218,-0.722168,69.8962,10.06,-0.763648,0.693154,64.7813,16.7135,13.4767,0.0001,south
8.7307,-0.603511,1.94062,123.96,-6.03463,0.202685,108.348,-10.06,0.416685,0.482642,101.53,10.9038,7.53607,0.0001,north
8.9348,-0.630602,1.96907,126.36,-4.95125,-0.0773337,103.681,-10.06,0.178376,0.451011,95.1057,10.7247,6.36962,0.0001,north
8.7583,-0.645825,1.94631,130.085,-0.70073,-0.463885,110.592,-10.06,-0.128543,0.98053,95.3962,13.4876,8.74911,0.0001,north
8.6521,-0.603497,1.95241,128.411,-0.63334,-0.623088,107.278,-10.06,-0.570192,0.946377,95.0722,13.8897,8.64344,0.0001,north
8.3852,-0.674918,1.87342,129.628,2.9509,-0.539728,100.748,-10.06,-0.476636,1.93241,93.2041,19.8733,13.4235,0.0001,north
8.709,-0.550652,1.96931,127.427,-5.44771,-0.248987,109.579,-10.06,-0.11659,0.453967,101.457,11.1057,6.52484,0.0001,north
-8.4387,-0.77608,2.14457,87.5668,5.70923,-0.511089,61.6959,10.06,0.0431404,0.891155,55.4247,16.2976,15.434,0.0001,south
-8.5362,-0.762284,2.13577,87.2327,5.40447,-0.613708,62.0762,10.06,-0.133647,0.885321,55.6947,16.5681,14.9294,0.0001,south
-8.5678,-0.685124,2.19776,86.7952,4.94833,-0.387482,67.1125,10.06,0.0366088,0.856576,60.6924,16.3993,13.4093,0.0001,south
-8.5185,-0.77306,2.20359,85.0732,6.57387,-0.660759,65.6745,10.06,-0.475466,0.627195,60.8494,16.6067,12.6227,0.0001,south
-8.4939,-0.817515,2.18845,86.9587,5.04174,-0.656244,66.2702,10.06,-0.289695,0.880313,59.4209,16.5284,13.9023,0.0001,south
-8.5421,-0.801879,2.13907,88.0634,5.81254,-0.665095,61.1012,10.06,-0.244742,0.814921,55.0533,16.4259,14.7481,0.0001,south
8.7092,-0.699787,1.95133,125.948,-3.05862,-0.307756,107.749,-10.06,0.0443945,0.939942,96.9672,11.8974,9.6145,0.0001,north
8.3029,-0.607721,1.92265,129.683,-2.15104,-0.11279,113.354,-10.06,0.33608,0.848291,100.749,12.6963,8.16895,0.0001,north
8.8118,-0.656846,1.96056,132.357,-3.78111,-0.254724,111.91,-10.06,-0.064521,0.613852,100.429,11.584,7.13513,0.0001,north
8.7218,-0.593879,1.98764,124.584,-4.76999,0.0349769,107.451,-10.06,0.339521,0.588766,97.8608,11.197,7.59081,0.0001,north
8.6506,-0.582016,1.96845,130.45,-4.79982,-0.529846,111.5,-10.06,-0.54447,0.563694,102.188,11.3316,7.25627,0.0001,north
8.4841,-0.671788,1.91034,126.094,3.277,-0.519349,97.8149,-10.06,-0.0279857,1.63825,87.3069,20.9846,12.8926,0.0001,north
-8.5748,-1.11236,2.00114,82.3949,6.63029,-0.217373,64.1424,10.06,-0.244685,0.565033,59.4864,17.2348,11.8315,0.0001,south
-8.5944,-1.10219,2.00328,83.3162,5.39291,-0.00755401,67.19,10.06,0.240742,0.792145,60.5875,15.8497,13.1456,0.0001,south
-8.6015,-0.937009,1.99309,82.7633,5.62648,-0.307288,64.4551,10.06,-0.33398,0.677715,58.7368,16.2557,12.2314,0.0001,south
-8.7647,-1.00114,1.99135,83.7705,6.67783,-0.204985,65.6822,10.06,-0.191984,0.60141,60.8959,16.7858,12.3997,0.0001,south
-8.6849,-1.15444,1.97258,86.0617,4.7041,-0.255912,66.3346,10.06,-0.231341,0.773,59.8169,15.7526,12.45,0.0001,south
-8.6035,-1.112,1.9861,82.6523,6.50902,-0.166735,65.0221,10.06,-0.152952,0.629241,59.9694,16.3071,12.6039,0.0001,south
8.7117,-0.578851,1.95037,131.582,-3.45247,-0.08748,111.57,-10.06,0.183229,0.752652,100.294,11.7863,8.16434,0.0001,north
8.4719,-0.642028,1.93689,128.426,-1.20166,-0.479173,110.678,-10.06,-0.28997,1.02134,96.9636,13.1758,9.14298,0.0001,north
8.7115,-0.615657,1.96133,133.262,-3.67568,-0.165665,113.283,-10.06,0.101652,0.645239,102.169,11.7112,7.32143,0.0001,north
8.4947,-0.577772,1.94902,126.898,-6.1942,-0.334219,108.617,-10.06,-0.275542,0.460352,101.799,10.6696,7.44931,0.0001,north
8.4742,-0.640665,1.89822,130.926,2.46,-0.482571,101.767,-10.06,-0.283993,1.5736,94.0681,18.5386,11.4285,0.0001,north
8.5665,-0.588561,1.96303,130.414,-3.31022,0.0293847,110.803,-10.06,0.442004,0.889105,100.247,12.0894,9.20451,0.0001,north
-7.993,-0.931752,2.01089,82.3073,6.9296,-0.123066,64.732,10.06,0.0493525,0.801748,60.0396,16.6949,16.4529,0.0001,south
-8.6745,-0.908935,1.97413,83.4908,7.17286,-0.0423487,65.7918,10.06,0.186205,0.756996,61.4058,16.4749,16.4183,0.0001,south
-8.6285,-1.13428,1.96316,83.7825,6.00613,-0.16393,68.6519,10.06,0.0340483,0.549353,63.2125,16.4491,10.4436,0.0001,south
-8.5776,-1.15054,2.03668,82.4413,5.83719,-0.0661526,65.3828,10.06,0.163746,0.595699,59.7571,16.4634,11.2946,0.0001,south
-8.6781,-0.861345,1.97563,82.9038,4.72603,-0.198324,66.007,10.06,-0.102166,0.76459,59.074,16.1673,12.4211,0.0001,south
-8.6151,-0.920101,2.00392,81.9722,5.87541,-0.122456,62.1588,10.06,-0.0666533,0.714767,56.6193,16.4699,13.3074,0.0001,south
8.6615,-0.524692,1.94875,130.423,-4.13633,-0.40862,112.503,-10.06,-0.344146,0.574624,102.389,11.3116,6.95674,0.0001,north
8.605,-0.617463,1.97796,129.971,-5.45176,-0.18179,113.336,-10.06,-0.0222478,0.467048,105.232,10.9425,6.58983,0.0001,north
8.4267,-0.589951,1.96711,123.833,-4.93208,-0.340273,105.407,-10.06,-0.290715,0.539391,96.998,10.969,7.28894,0.0001,north
8.7195,-0.563862,1.95432,124.215,-7.08179,-0.336616,108.035,-10.06,-0.304234,0.410459,102.882,10.1658,8.0351,0.0001,north
8.5083,-0.623039,1.95184,131.535,-4.05683,-0.240679,111.829,-10.06,-0.0406719,0.671339,101.719,11.6087,7.82923,0.0001,north
8.6211,-0.61431,1.97419,128.968,-1.97261,-0.50211,109.517,-10.06,-0.476107,0.974096,96.3256,12.9785,9.18914,0.0001,north
-8.656,-1.10614,1.96835,83.7829,6.50779,0.0149984,68.0593,10.06,0.229398,0.6446,62.876,17.0383,12.4858,0.0001,south
-8.6604,-1.13158,1.98428,82.5247,5.53186,-0.101921,65.3502,10.06,0.0453075,0.760925,58.5868,16.3504,13.1001,0.0001,south
-8.7042,-0.937383,2.00242,81.7456,5.44829,-0.000455857,62.4645,10.06,0.147688,0.960245,55.8867,16.5141,15.8593,0.0001,south
-8.6938,-1.25046,1.97085,84.0099,5.7562,-0.048911,64.8893,10.06,0.172403,0.686485,59.3463,16.3583,12.446,0.0001,south
-8.6239,-0.913619,2.07056,80.1555,5.3438,-0.031238,62.2199,10.06,0.128396,0.763525,56.1931,17.0617,13.3471,0.0001,south
-8.7233,-0.997247,1.96205,82.1853,6.83775,-0.271123,66.6071,10.06,-0.0210393,0.826741,61.7286,16.5044,16.4139,0.0001,south
8.4925,0.256371,1.95266,138.769,-3.69129,0.0291629,121.846,-10.06,-0.125792,0.655844,110.408,10.7456,7.14523,0.0001,north
8.6862,0.26304,1.99218,145.715,-8.53213,-0.328421,106.568,-10.06,-0.398012,0.263484,103.77,8.95231,8.92952,0.0001,north
8.6433,0.283359,1.94812,145.914,-6.1785,-0.465663,124.298,-10.06,-0.645589,0.406284,116.619,9.78161,6.35678,0.0001,north
8.3158,0.245183,1.9731,140.783,-4.93285,0.154393,123.007,-10.06,0.0715863,0.549751,113.72,10.5197,6.92323,0.0001,north
8.472,0.295454,2.01041,145.25,-3.43918,-0.0470236,122.811,-10.06,-0.406989,0.842716,118.821,11.5951,8.55782,0.0001,north
8.5217,0.316929,1.98021,143.326,-2.46637,0.284475,126.654,-10.06,0.21364,1.02749,112.331,11.6882,9.20887,0.0001,north
-8.6584,-1.22357,1.99692,84.1959,5.61495,-0.147793,67.1282,10.06,0.0830065,0.601153,61.1589,16.4953,10.9764,0.0001,south
-8.782,-1.09503,2.00078,84.707,4.27739,-0.301216,71.4819,10.06,-0.111877,0.850824,63.7292,15.6914,12.3322,0.0001,south
-8.7498,-1.04838,1.96268,81.3651,4.22785,-0.0655116,63.3456,10.06,0.110502,0.658365,56.4099,16.6457,11.8307,0.0001,south
-8.6094,-1.01395,1.96853,86.0224,5.62475,-0.386609,65.6399,10.06,-0.400594,0.769318,59.4436,16.3549,13.2278,0.0001,south
-8.6749,-1.14834,2.02005,86.0019,5.91225,-0.228211,66.6523,10.06,-0.177298,0.748206,60.8309,15.9109,13.1979,0.0001,south
-8.6133,-1.1321,1.95964,84.35,5.80434,-0.173199,68.3447,10.06,0.0548548,0.673705,62.0671,15.7819,11.9651,0.0001,south
8.486,0.260944,1.96465,152.221,-4.42456,-0.116827,129.247,-10.06,-0.387545,0.618118,118.111,10.796,7.10611,0.0001,north
8.2969,0.281415,1.92201,147.605,2.2137,0.308139,113.82,-10.06,0.371062,1.47585,107.474,18.289,10.6367,0.0001,north
8.4117,-1.48536,1.95069,149.01,-3.19967,-0.678548,127.194,-10.06,-0.317917,0.746886,113.971,11.2413,7.48931,0.0001,north
8.458,-1.46005,1.97929,150.752,-3.0365,-0.531076,127.1,-10.06,-0.0696006,0.982408,113.481,11.5661,9.26024,0.0001,north
8.4379,-1.41875,1.98603,145.721,-3.10684,-0.608292,125.132,-10.06,-0.233393,0.871794,111.923,11.4923,8.56122,0.0001,north
8.5543,-1.44086,2.00635,149.622,0.7733,-0.843746,118.207,-10.06,-0.271767,1.46473,112.225,15.2785,10.2903,0.0001,north
-8.6467,-1.07609,1.9774,87.5141,4.27491,-0.0347427,72.2952,10.06,0.0948843,0.633005,64.6819,15.299,10.1213,0.0001,south
-8.6696,-1.11068,2.0249,82.2357,4.97495,-0.264858,67.0268,10.06,-0.134054,0.771015,60.2947,16.7026,12.494,0.0001,south
-8.6864,-1.1138,2.02428,82.2285,5.70471,-0.415957,66.3389,10.06,-0.49414,0.692279,60.1443,16.5377,12.2682,0.0001,south
-8.6486,-1.04312,1.98087,82.232,5.52249,0.208303,68.9958,10.06,0.568225,0.65938,62.9396,16.3433,11.4047,0.0001,south
-8.6776,-1.09114,1.99183,81.8502,6.10583,-0.0258478,65.4316,10.06,0.156241,0.671993,59.8483,16.4746,12.5838,0.0001,south
-8.7206,-1.07809,1.99782,80.5832,6.52143,-0.190232,61.0642,10.06,-0.19131,0.760533,56.0535,17.6084,15.1101,0.0001,south
8.6806,0.319787,2.00463,149.988,-3.14822,-0.398473,128.818,-10.06,-0.882934,0.862345,116.885,11.4014,8.34161,0.0001,north
8.3645,0.223809,1.9818,146.368,-6.87509,-0.182735,126.397,-10.06,-0.321618,0.321441,120.068,9.60634,5.81356,0.0001,north
8.3499,0.328257,1.903,142.604,1.034,0.0231902,118.573,-10.06,-0.604359,1.27859,111.74,15.5843,9.27914,0.0001,north
8.093,-1.29754,1.87009,139.742,1.0978,-0.969873,116.923,-10.06,-0.384821,1.42975,106.974,15.893,10.4265,0.0001,north
8.4505,-1.42916,1.97394,150.159,-5.45953,-0.479051,128.672,-10.06,-0.237568,0.457515,119.44,10.4143,6.23154,0.0001,north
8.5574,-1.38493,1.99638,147.689,-7.94495,-0.082031,106.659,-10.06,0.0212064,0.370741,102.769,9.64774,9.60773,0.0001,north
-8.6714,-1.21799,1.98378,83.495,7.37696,-0.210207,61.9409,10.06,-0.21628,0.526658,58.1112,16.5921,12.9358,0.0001,south
-8.7126,-1.12612,1.99228,80.1499,6.24549,-0.142047,59.4309,10.06,-0.106321,0.736949,54.02,17.0658,14.4877,0.0001,south
-8.7606,-1.18762,2.0468,84.6882,5.92091,-0.165339,69.4445,10.06,0.00115408,0.595696,63.6513,16.0715,10.9289,0.0001,south
-8.6132,-0.965304,2.01412,77.1758,5.36624,0.0689583,59.6823,10.06,0.233435,0.804262,53.788,17.1551,14.2507,0.0001,south
-8.8011,-1.15773,2.01676,85.3877,5.47216,-0.383496,67.3035,10.06,-0.378264,0.731009,61.0747,15.9182,12.3915,0.0001,south
-8.6925,-1.22509,1.98933,84.7491,4.15124,-0.380408,66.8148,10.06,-0.178193,0.6205,59.3336,16.0398,10.9295,0.0001,south
8.7009,0.30132,1.96088,151.764,-6.01785,-0.450688,127.123,-10.06,-0.762109,0.434605,119.126,10.0835,6.49149,0.0001,north
8.5895,0.272067,1.97289,149.948,-2.91187,-0.485953,129.146,-10.06,-1.06076,0.790822,119.382,11.696,7.5992,0.0001,north
8.4668,0.302795,1.94883,147.395,1.3844,0.116047,115.828,-10.06,-0.162052,0.958805,106.421,16.0746,8.30542,0.0001,north
8.3552,0.272925,1.88575,149.633,2.4428,0.215478,115.319,-10.06,0.239801,1.72979,105.859,18.432,11.5539,0.0001,north
8.413,0.27832,2.00155,145.095,-3.75924,-0.231071,125.647,-10.06,-0.586992,0.604847,113.851,11.3705,6.61011,0.0001,north
8.6382,-1.40686,1.97491,148.555,-3.69106,-0.467155,129.55,-10.06,-0.098504,0.705685,117.465,11.2189,7.37708,0.0001,north
-8.6028,-0.734984,2.16491,85.4873,5.9091,-0.618979,60.9415,10.06,-0.180022,0.934653,54.8817,16.5962,16.4397,0.0001,south
-8.4034,-0.776875,2.15221,86.794,5.65081,-0.759364,65.3843,10.06,-0.478552,0.699549,58.5576,16.3114,12.5034,0.0001,south
-8.5327,-0.820299,2.13778,86.1974,5.34271,-0.536779,61.1367,10.06,-0.0570676,0.910778,54.4507,16.5613,15.3489,0.0001,south
-8.3949,-0.781228,2.15689,88.1983,5.01718,-0.497859,67.7208,10.06,-0.195229,0.829007,60.8695,15.6662,13.071,0.0001,south
-8.458,-0.790322,2.13145,86.935,5.51155,-0.512842,64.5001,10.06,-0.111642,0.537709,58.4057,16.7125,10.4756,0.0001,south
-8.603,-0.778357,2.15655,86.9359,5.88809,-0.562213,62.711,10.06,-0.318333,0.725811,56.8522,16.6037,13.3549,0.0001,south
8.2817,-0.624504,2.14127,134.638,-0.71529,-0.624488,113.446,-10.06,-0.637392,1.03169,99.3839,15.1384,8.86446,0.0001,north
8.6892,-0.624727,2.16886,141.659,-3.86117,-0.340421,120.558,-10.06,-0.164523,0.76129,109.066,12.1749,8.20739,0.0001,north
8.6347,-0.629653,2.16988,140.014,-1.76921,-0.480716,117.863,-10.06,-0.265012,0.929952,103.514,13.7254,8.47947,0.0001,north
8.5962,-0.662857,2.20682,137.521,-3.01038,-0.391055,116.003,-10.06,-0.137589,0.952847,103.265,13.2192,9.35772,0.0001,north
8.5316,-0.797013,2.19074,136.357,-3.18799,-0.313145,116.593,-10.06,-0.0443773,0.810397,104.507,12.7681,8.30991,0.0001,north
8.467,-0.660793,2.14143,137.179,2.071,-0.593482,106.226,-10.06,-0.360578,1.52961,101.376,19.532,11.0013,0.0001,north
-8.4443,-0.739656,2.16701,86.5027,5.86174,-0.831405,63.6384,10.06,-0.641742,0.7626,57.8772,16.6722,13.7673,0.0001,south
-8.5406,-0.779204,2.13668,85.3852,5.90336,-0.326777,62.2615,10.06,0.114197,0.687523,56.8248,17.5699,12.9321,0.0001,south
-8.4836,-0.761439,2.14397,91.6186,5.10299,-0.225985,70.9808,10.06,0.284317,0.788591,64.0013,16.106,12.3467,0.0001,south
-8.5568,-0.839945,2.13865,87.5819,5.61189,-0.577176,61.0695,10.06,-0.0812675,0.999177,54.693,16.349,16.6451,0.0001,south
-8.6029,-0.757852,2.18761,89.044,5.69597,-0.524896,63.5631,10.06,0.00126308,0.926806,57.1593,16.4893,15.5629,0.0001,south
-8.4944,-0.737131,2.15417,87.2692,4.99075,-0.532507,65.4479,10.06,-0.193422,0.84611,58.4311,16.3673,13.586,0.0001,south
8.3398,-0.626292,2.14223,133.979,-3.46654,-0.366029,114.858,-10.06,-0.170829,0.932004,103.733,12.3742,9.59963,0.0001,north
8.4281,-0.693709,2.18664,136.334,-2.74876,-0.319575,114.554,-10.06,-0.0384767,0.736429,104.522,13.153,7.47282,0.0001,north
8.6416,-0.664153,2.17833,141.824,-4.0949,-0.545006,117.301,-10.06,-0.4758,0.698839,106.579,11.9934,7.9571,0.0001,north
8.5457,-0.600473,2.18892,139.911,-3.12866,-0.394724,116.696,-10.06,-0.339448,0.918421,104.075,12.2244,9.14931,0.0001,north
8.4279,-0.653908,2.1707,144.677,-4.0651,-0.427254,124.01,-10.06,-0.321313,0.656825,112.326,11.8407,7.31679,0.0001,north
8.4482,-0.55717,2.17386,140.358,-6.67915,-0.316045,122.453,-10.06,-0.166629,0.297165,115.8,10.7287,5.19081,0.0001,north
-8.5307,-0.750158,2.13408,87.8808,6.22191,-0.642325,67.0461,10.06,-0.424478,0.746485,61.5451,16.5483,13.6368,0.0001,south
-8.3953,-0.778451,2.14239,90.9534,5.05611,-0.184689,70.7387,10.06,0.396472,0.730042,63.5084,15.89,11.6514,0.0001,south
-8.4741,-0.730393,2.13276,88.0653,5.44213,-0.479332,65.0088,10.06,-0.163865,0.735597,59.3188,16.3187,12.6712,0.0001,south
-8.4536,-0.776886,2.11607,88.1523,5.97641,-0.409191,64.232,10.06,0.0183244,1.00424,58.1275,16.8947,17.008,0.0001,south
-8.538,-0.733973,2.15194,88.1501,6.49114,-0.255159,70.6439,10.06,0.0487069,0.696294,65.4271,16.1181,13.0668,0.0001,south
-8.4855,-0.776695,2.16306,89.2296,4.68978,-0.388365,70.7354,10.06,0.0410788,0.82555,63.384,16.092,12.4875,0.0001,south
8.3144,-0.6515,2.17263,140.591,-5.11131,-0.470778,120.873,-10.06,-0.43228,0.575591,111.861,11.204,7.43337,0.0001,north
8.4087,-0.612357,2.1695,141.168,-3.25176,-0.48261,122.669,-10.06,-0.447749,0.757191,110.832,12.6075,7.70827,0.0001,north
8.5122,-0.79659,2.19089,138.199,-3.57004,-0.246971,116.543,-10.06,0.0544723,0.761518,105.112,12.2621,8.14012,0.0001,north
8.4628,-0.562067,2.16648,143.176,-2.10468,-0.522231,122.334,-10.06,-0.43378,0.536537,110.073,13.3833,5.60803,0.0001,north
8.4755,-0.587588,2.15039,139.461,-5.24641,-0.11595,117.067,-10.06,0.119501,0.654579,107.806,11.4832,8.59073,0.0001,north
8.5816,-0.666063,2.16172,148.267,-6.69629,-0.458997,119.371,-10.06,-0.417353,0.504596,112.947,11.1273,8.71487,0.0001,north
-8.9305,0.251384,2.03058,142.632,7.89333,-0.624325,108.53,10.06,-0.699661,0.279535,104.641,10.1866,7.04956,0.0001,south
-8.7087,0.227501,1.98545,145.604,8.91291,-0.388808,104.164,10.06,-0.438456,0.225397,102.069,9.74749,9.70647,0.0001,south
-8.9067,-1.40783,2.01501,142.743,8.25832,-0.816102,121.845,10.06,-0.750004,0.176206,118.429,10.1885,4.8769,0.0001,south
-8.8163,-1.40308,1.98132,153.043,6.02056,-0.451669,119.997,10.06,-0.129848,0.418911,111.531,10.3201,6.44878,0.0001,south
-8.9477,-1.34951,1.9888,144.719,4.01704,-0.77958,127.767,10.06,-0.690445,0.68921,117.384,11.1357,7.5028,0.0001,south
-8.3944,-1.29141,1.93685,141.424,-1.815,-0.653666,114.689,10.06,0.325352,2.0786,109.979,17.03,12.7335,0.0001,south
8.435,-0.675216,2.17915,135.168,-3.92377,-0.283539,117.31,-10.06,-0.121029,0.763514,105.804,12.1569,8.43251,0.0001,north
8.6431,-0.701908,2.17534,134.234,-4.19232,-0.400939,115.745,-10.06,-0.236941,0.731901,104.889,12.1263,8.41586,0.0001,north
8.7282,-0.651384,2.17974,138.66,-4.52248,-0.304352,117.964,-10.06,-0.120168,0.6517,107.069,12.0158,7.84468,0.0001,north
8.4825,-0.7452,2.21313,133.97,-3.76581,-0.274226,113.398,-10.06,0.128335,0.808773,103.743,12.5685,8.82273,0.0001,north
8.6273,-0.671278,2.17055,144.906,-4.26225,-0.284431,122.065,-10.06,-0.086781,0.726739,111.016,11.8688,8.22495,0.0001,north
8.4883,-0.873418,2.18401,142.656,-2.87472,-0.488872,121.381,-10.06,-0.219673,0.96964,108.093,12.8596,9.26007,0.0001,north
-8.6156,0.245222,2.01782,143.651,4.07463,-0.24277,124.854,10.06,-0.649626,0.657942,113.429,10.8206,7.33187,0.0001,south
-8.7921,0.28012,2.04137,147.078,2.82803,-0.0171599,125.476,10.06,-0.268372,0.842334,112.266,11.9787,8.09591,0.0001,south
-8.6341,0.180317,2.02147,142.376,5.59056,0.116698,125.154,10.06,-0.0231771,0.508404,116.493,10.3662,7.04109,0.0001,south
-8.5679,0.415231,2.01838,146.848,0.95272,0.150893,126.091,10.06,-0.0656411,1.11021,109.401,13.3064,8.96936,0.0001,south
-8.5167,-1.31756,1.95691,146.831,-0.6589,-0.895851,119.461,10.06,-0.492042,1.50349,113.607,14.8805,10.1557,0.0001,south
-8.4501,-1.33229,1.97939,147.455,1.41766,-0.400594,125.819,10.06,0.157459,1.11305,111.283,12.8583,9.17566,0.0001,south
8.4075,-0.685092,2.16103,141.718,-4.35232,-0.33272,120.056,-10.06,-0.214986,0.765242,109.181,11.8656,8.74869,0.0001,north
8.6976,-0.913026,2.18852,145.024,-4.06535,-0.300522,123.367,-10.06,0.122065,0.676423,112.159,12.0982,7.54368,0.0001,north
8.4204,-0.71226,2.15705,143.66,-3.5887,-0.507251,121.267,-10.06,-0.333589,0.848378,109.195,12.2308,8.79788,0.0001,north
8.3491,-0.507905,2.13903,139.468,-2.48203,-0.361509,119.45,-10.06,-0.113328,1.00932,106.822,13.2336,9.31351,0.0001,north
8.5746,-0.901667,2.16798,145.082,-2.75201,-0.380945,124.295,-10.06,0.0386801,0.850764,110.604,12.7568,8.17057,0.0001,north
8.4487,-0.672248,2.1545,138.793,-2.74215,-0.27459,120.039,-10.06,0.102142,0.866017,106.541,12.6803,8.39041,0.0001,north
